region,year,shipped,price,plants,wage96,coal96,elec96,population,gas96,logq,logp,logpop,bs1,bs2,bs3,bs4,yearnormal,logyear,scaledpop,totalpermits,unit1permits,unit2permits,unit34permits,unit5permits,totalstructures,_merge,_iregion_2,_iregion_3,_iregion_4,_iregion_5,_iregion_6,_iregion_7,_iregion_8,_iregion_9,_iregion_10,_iregion_11,_iregion_12,_iregion_13,_iregion_14,_iregion_15,_iregion_16,_iregion_17,_iregion_18,_iregion_19,_iregion_21,_iregion_22,_iregion_23,_iregion_24,_iregion_25,_iregion_26,_iregion_27
MO,1988,4679,49.2254,5,32.05559,27.52,5.86,5081736,5.236744,8.45084,3.89641,15.44116,0.0189,0.4693,0.489,0.0229,7,1.94591,0.5081736,23473,16097,1122,1149,5105,362,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO,1989,4922,44.41108,5,31.86057,26.2,5.67,5095830,5.21452,8.501471,3.793489,15.44393,0.0188,0.4688,0.4894,0.023,8,2.079442,0.509583,17970,13847,830,838,2455,182,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO,1990,4481,46.45303,5,31.46405,25.15,5.48,5116901,5.233623,8.407601,3.838442,15.44806,0.0187,0.4681,0.4901,0.0231,9,2.197225,0.5116901,15284,12327,684,780,1493,134,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO,1991,4100,45.79778,5,31.08554,23.97,5.39,5126370,5.020356,8.318742,3.824236,15.44991,0.0187,0.4678,0.4903,0.0232,10,2.302585,0.512637,16118,13070,768,836,1444,121,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO,1992,4725,45.18851,5,31.97386,22.9,5.26,5157770,4.870559,8.460623,3.810843,15.45601,0.0185,0.4668,0.4913,0.0234,11,2.397895,0.515777,20078,16624,914,730,1810,152,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO,1993,4274,52.68894,5,31.48873,21.11,5.16,5237757,5.063668,8.360306,3.964406,15.4714,0.018,0.4643,0.4938,0.0239,12,2.484907,0.5237757,21702,18318,988,944,1452,107,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO,1994,5054,58.33181,5,32.47711,20.22,4.97,5281206,5.055077,8.527935,4.066148,15.47966,0.0178,0.4629,0.4951,0.0242,13,2.564949,0.5281206,26374,20869,1478,928,3099,248,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO,1995,4778,63.00874,5,32.30698,19.19,4.75,5324610,4.47514,8.471777,4.143273,15.48785,0.0175,0.4616,0.4963,0.0245,14,2.639057,0.532461,24282,18975,1514,768,3025,243,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO,1996,5141,64.72324,5,33.11855,18.5,4.6,5367888,5.351267,8.545003,4.17012,15.49594,0.0173,0.4603,0.4976,0.0248,15,2.70805,0.5367888,26298,20107,2004,1458,2729,230,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO,1997,5563,66.54732,5,33.84093,17.79,4.44,5407113,5.767957,8.623893,4.197913,15.50323,0.0171,0.4591,0.4988,0.0251,16,2.772589,0.5407113,25156,18811,2158,931,3256,211,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO,1998,5889,68.43023,5,31.67602,17.12,4.34,5437562,5.503876,8.680841,4.225815,15.50884,0.0169,0.4581,0.4996,0.0253,17,2.833213,0.5437562,25657,19997,1606,730,3324,208,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO,1999,6377,68.84628,5,32.16699,15.88,4.23,5468338,5.225324,8.760453,4.231876,15.51449,0.0168,0.4572,0.5005,0.0255,18,2.890372,0.5468338,26840,20658,1546,801,3835,313,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NYME,1981,3369,62.19585,7,27.70313,42.33,6.9,18700000,8.706458,8.122372,4.130288,16.74408,0.0005,0.2499,0.6464,0.1032,0,,1.870077,28755,15920,1550,1815,9470,418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NYME,1982,3057,58.86348,7,27.95072,41.13,7.6,18700000,9.659648,8.025189,4.075221,16.74545,0.0005,0.2497,0.6465,0.1033,1,0,1.872642,28126,15134,1594,1164,10234,456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NYME,1983,2889,58.96021,6,29.19184,37.72,7.3,18800000,11.16759,7.968666,4.076863,16.75105,0.0005,0.2488,0.6469,0.1038,2,0.6931472,1.883168,42070,24031,2570,1679,13790,567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NYME,1984,3263,70.1666,6,29.27192,35.85,6.76,18900000,10.40179,8.090403,4.250872,16.75474,0.0005,0.2482,0.6472,0.1042,3,1.098612,1.890132,51299,31184,3452,2689,13974,676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NYME,1985,3639,65.3593,6,29.83739,34.2,6.74,19000000,9.57454,8.199464,4.1799,16.75756,0.0005,0.2477,0.6473,0.1044,4,1.386294,1.895461,70040,39964,3808,2864,23404,1042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NYME,1986,3812,72.43153,6,30.68705,31.59,6.55,19000000,8.79668,8.24591,4.282642,16.76014,0.0005,0.2473,0.6475,0.1047,5,1.609438,1.900354,69752,48123,4594,3123,13912,1036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NYME,1987,3511,66.20041,5,31.52524,29.74,6.15,19100000,7.831888,8.163656,4.192687,16.76276,0.0005,0.2469,0.6477,0.1049,6,1.791759,1.905342,71986,48900,4356,3120,15610,899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NYME,1988,3293,63.61398,5,31.80734,27.52,5.86,19100000,7.256632,8.099554,4.152833,16.76756,0.0005,0.2461,0.648,0.1054,7,1.94591,1.914515,63520,44337,3358,2823,13002,892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NYME,1989,2999,61.24839,5,32.06763,26.2,5.67,19200000,7.160057,8.006034,4.114937,16.77058,0.0005,0.2457,0.6482,0.1057,8,2.079442,1.920305,55117,37148,3314,2556,12099,662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NYME,1990,3321,58.94761,5,31.92845,25.15,5.48,19200000,7.113012,8.108021,4.076649,16.77202,0.0005,0.2454,0.6483,0.1058,9,2.197225,1.923078,39707,28491,2858,1426,6932,351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NYME,1991,2650,61.94858,5,32.53566,23.97,5.39,19300000,6.404551,7.882315,4.126305,16.77358,0.0005,0.2452,0.6484,0.1059,10,2.302585,1.926083,32290,25132,2650,831,3677,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NYME,1992,3123,50.89424,5,33.67358,22.9,5.26,19300000,6.499524,8.04655,3.92975,16.77652,0.0005,0.2447,0.6486,0.1062,11,2.397895,1.931747,34178,27269,2144,966,3799,280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NYME,1993,3055,53.9118,5,33.41449,21.11,5.16,19400000,6.86764,8.024535,3.987349,16.77971,0.0004,0.2442,0.6488,0.1065,12,2.484907,1.937915,32448,24737,2348,1101,4262,234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NYME,1994,3099,54.83191,5,34.13197,20.22,4.97,19400000,7.023254,8.038835,4.004272,16.78049,0.0004,0.2441,0.6488,0.1066,13,2.564949,1.939434,35713,26500,2574,1241,5398,380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NYME,1995,2916,80.52193,4,34.2822,19.19,4.75,19400000,6.426769,7.977968,4.388529,16.78018,0.0004,0.2442,0.6488,0.1066,14,2.639057,1.938837,32477,24026,2580,910,4961,302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NYME,1996,1770,60.79304,4,34.95683,18.5,4.6,19400000,6.983349,7.478735,4.107475,16.78002,0.0004,0.2442,0.6488,0.1066,15,2.70805,1.938524,39580,24678,3212,1135,10555,512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NYME,1997,1826,61.98592,4,35.79262,17.79,4.44,19400000,6.959806,7.509883,4.126907,16.78019,0.0004,0.2442,0.6488,0.1066,16,2.772589,1.93884,37587,23894,2790,1217,9686,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NYME,1998,3631,65.59109,4,33.2008,17.12,4.34,19400000,6.448643,8.197264,4.18344,16.78113,0.0004,0.244,0.6489,0.1067,17,2.833213,1.940673,44700,28447,3334,1486,11433,487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NYME,1999,3653,69.93528,4,34.35174,15.88,4.23,19400000,5.63609,8.203304,4.24757,16.78334,0.0004,0.2437,0.649,0.1069,18,2.890372,1.944964,48281,30101,4072,1969,12139,657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OH,1981,1461,76.28973,6,34.38387,42.33,6.9,10800000,5.948611,7.286876,4.334538,16.19398,0.0041,0.3414,0.5948,0.0597,0,,1.078833,21820,11156,966,1721,7977,802,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OH,1982,1326,67.84393,6,33.09845,41.13,7.6,10800000,7.018338,7.189922,4.21721,16.19108,0.0041,0.3419,0.5945,0.0595,1,0,1.075709,16600,9059,632,979,5930,515,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OH,1983,1575,66.01801,6,35.57024,37.72,7.3,10700000,8.292187,7.36201,4.189928,16.18926,0.0041,0.3422,0.5943,0.0594,2,0.6931472,1.073763,26567,16451,994,1301,7821,768,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OH,1984,1525,64.09072,6,35.91222,35.85,6.76,10700000,7.951841,7.32975,4.1603,16.18928,0.0041,0.3422,0.5943,0.0594,3,1.098612,1.073775,29641,16320,1094,2032,10195,952,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OH,1985,1769,65.14216,6,36.12209,34.2,6.74,10700000,7.559205,7.47817,4.176572,16.18901,0.0041,0.3423,0.5943,0.0594,4,1.386294,1.073493,33024,18199,1204,1454,12167,1144,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OH,1986,1706,61.78257,6,36.30777,31.59,6.55,10700000,7.103734,7.441907,4.123621,16.18858,0.0041,0.3423,0.5942,0.0593,5,1.609438,1.073027,44460,25610,1462,1782,15606,1447,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OH,1987,1748,61.7011,5,36.51673,29.74,6.15,10800000,6.304187,7.466228,4.122302,16.19135,0.0041,0.3419,0.5945,0.0595,6,1.791759,1.076009,45153,28786,1424,2980,11963,1034,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OH,1988,1424,62.00555,4,36.96406,27.52,5.86,10800000,5.922509,7.261225,4.127224,16.19492,0.004,0.3413,0.5949,0.0598,7,1.94591,1.079855,45105,27631,1208,1484,14782,1384,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OH,1989,1446,60.81604,4,35.70835,26.2,5.67,10800000,5.884649,7.276556,4.107853,16.19776,0.004,0.3408,0.5953,0.0599,8,2.079442,1.082922,41228,26957,1370,1564,11337,987,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OH,1990,1426,59.07475,4,35.51307,25.15,5.48,10800000,5.405843,7.262629,4.078804,16.19941,0.004,0.3405,0.5955,0.06,9,2.197225,1.084712,38491,26399,1134,1264,9694,795,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OH,1991,1363,60.61012,4,35.571,23.97,5.39,10900000,5.311472,7.217443,4.104462,16.20077,0.004,0.3403,0.5956,0.0601,10,2.302585,1.086184,35810,27062,1156,1324,6268,513,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OH,1992,1455,57.66708,4,36.4738,22.9,5.26,10900000,5.138424,7.282761,4.054687,16.20736,0.0039,0.3391,0.5964,0.0606,11,2.397895,1.093368,42610,31315,1226,1820,8249,742,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OH,1993,1428,64.29008,4,36.46663,21.11,5.16,11100000,5.575139,7.26403,4.163405,16.21978,0.0038,0.337,0.5978,0.0614,12,2.484907,1.107038,44235,34051,1356,2070,6758,648,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OH,1994,1063,68.86279,3,37.70073,20.22,4.97,11100000,5.604021,6.968851,4.232116,16.22349,0.0037,0.3364,0.5983,0.0616,13,2.564949,1.111145,47152,35575,1462,2406,7709,766,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OH,1995,985,70.62361,3,37.27441,19.19,4.75,11200000,5.016438,6.892642,4.257365,16.22744,0.0037,0.3357,0.5987,0.0619,14,2.639057,1.115549,44812,32635,1360,2296,8521,743,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OH,1996,1013,73.15366,3,37.34811,18.5,4.6,11200000,5.381269,6.920671,4.292562,16.23027,0.0037,0.3352,0.599,0.0621,15,2.70805,1.118703,49280,35719,1736,2392,9433,907,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OH,1997,1107,72.3447,3,38.35169,17.79,4.44,11200000,6.111288,7.009409,4.281442,16.23254,0.0037,0.3348,0.5993,0.0622,16,2.772589,1.12125,46487,32728,1882,3069,8808,892,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OH,1998,1196,75.30038,2,36.61578,17.12,4.34,11200000,5.649225,7.086738,4.321485,16.23479,0.0036,0.3344,0.5996,0.0624,17,2.833213,1.123775,48034,36563,1668,2908,6895,628,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OH,1999,1275,76.59351,2,38.02661,15.88,4.23,11300000,5.330404,7.150702,4.338512,16.23647,0.0036,0.3341,0.5997,0.0625,18,2.890372,1.125665,55880,40033,1178,1910,12759,1156,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PA,1981,3860,67.34277,10,30.42524,42.33,6.9,11900000,6.766345,8.258423,4.209795,16.28856,0.0031,0.3252,0.6056,0.0661,0,,1.185857,24345,15880,1086,754,6625,454,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,1982,3771,68.13071,10,29.17773,41.13,7.6,11800000,7.606973,8.235095,4.221428,16.28743,0.0031,0.3254,0.6054,0.066,1,0,1.184515,22201,14427,1084,599,6091,420,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,1983,4107,62.50363,8,30.85046,37.72,7.3,11800000,8.814987,8.320448,4.135225,16.2868,0.0031,0.3255,0.6054,0.0659,2,0.6931472,1.183772,33208,24579,1484,866,6279,450,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,1984,4427,71.06258,9,30.87177,35.85,6.76,11800000,8.679827,8.395477,4.263561,16.28489,0.0031,0.3259,0.6052,0.0658,3,1.098612,1.181517,39415,30160,1478,1261,6516,565,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,1985,4272,75.02206,9,30.91847,34.2,6.74,11800000,8.414196,8.359838,4.317782,16.28114,0.0032,0.3265,0.6048,0.0655,4,1.386294,1.177086,43566,34617,1460,1215,6274,525,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,1986,4862,72.57759,9,31.2571,31.59,6.55,11800000,7.727801,8.489205,4.284656,16.28215,0.0032,0.3263,0.6049,0.0656,5,1.609438,1.178275,53442,43972,1280,951,7239,591,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,1987,4852,70.93177,8,31.77496,29.74,6.15,11800000,6.987463,8.487146,4.261718,16.28453,0.0032,0.3259,0.6051,0.0658,6,1.791759,1.181087,54803,45783,1168,1193,6659,570,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,1988,4800,67.21735,8,32.19507,27.52,5.86,11800000,6.346436,8.476371,4.207932,16.28748,0.0031,0.3254,0.6055,0.066,7,1.94591,1.184575,53833,45293,788,941,6811,555,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,1989,4259,64.99535,8,31.79563,26.2,5.67,11900000,6.425076,8.35679,4.174315,16.28919,0.0031,0.3251,0.6056,0.0661,8,2.079442,1.1866,45483,37653,582,910,6338,492,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,1990,4270,60.09189,8,32.05297,25.15,5.48,11900000,6.935013,8.359369,4.095875,16.29061,0.0031,0.3249,0.6058,0.0662,9,2.197225,1.188284,37204,31037,574,722,4871,357,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,1991,3674,55.12241,8,32.37215,23.97,5.39,11900000,6.695667,8.209036,4.009556,16.29168,0.0031,0.3247,0.6059,0.0663,10,2.302585,1.18956,34608,29353,530,505,4220,276,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,1992,3948,49.72914,8,33.31155,22.9,5.26,11900000,6.390635,8.280965,3.906591,16.29567,0.0031,0.324,0.6063,0.0666,11,2.397895,1.194316,38282,34477,526,512,2767,179,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,1993,3780,55.09211,8,33.49933,21.11,5.16,12000000,6.370524,8.237479,4.009007,16.30226,0.003,0.3229,0.6071,0.067,12,2.484907,1.202213,40126,35916,568,589,3053,214,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,1994,4141,55.62355,8,34.38071,20.22,4.97,12000000,6.774824,8.328692,4.018607,16.30396,0.003,0.3226,0.6072,0.0671,13,2.564949,1.204255,40210,37005,556,433,2216,181,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,1995,3899,63.10049,8,34.73674,19.19,4.75,12000000,6.397717,8.268476,4.144729,16.30414,0.003,0.3226,0.6073,0.0672,14,2.639057,1.204478,36250,32005,516,404,3325,239,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,1996,4095,75.17376,7,35.69617,18.5,4.6,12000000,6.443322,8.317522,4.319802,16.30358,0.003,0.3227,0.6072,0.0671,15,2.70805,1.203801,37895,32439,544,796,4116,358,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,1997,4454,62.53525,7,36.24125,17.79,4.44,12000000,7.209947,8.401558,4.13573,16.30174,0.003,0.323,0.607,0.067,16,2.772589,1.201589,39877,32250,678,865,6084,429,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,1998,4916,63.43023,7,33.91295,17.12,4.34,12000000,7.199613,8.500251,4.14994,16.30061,0.003,0.3232,0.6069,0.0669,17,2.833213,1.200233,41616,35085,566,953,5012,419,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,1999,4709,65.66522,7,34.99004,15.88,4.23,12000000,6.963915,8.457231,4.184569,16.29992,0.003,0.3233,0.6068,0.0669,18,2.890372,1.199402,42662,36562,446,1003,4651,366,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PA,1981,1290,66.81364,4,30.42524,42.33,6.9,11900000,6.766345,7.162397,4.201907,16.28856,0.0031,0.3252,0.6056,0.0661,0,,1.185857,24345,15880,1086,754,6625,454,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA,1982,1029,62.66697,4,29.17773,41.13,7.6,11800000,7.606973,6.936343,4.137835,16.28743,0.0031,0.3254,0.6054,0.066,1,0,1.184515,22201,14427,1084,599,6091,420,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA,1983,1046,58.01627,4,30.85046,37.72,7.3,11800000,8.814987,6.952729,4.060723,16.2868,0.0031,0.3255,0.6054,0.0659,2,0.6931472,1.183772,33208,24579,1484,866,6279,450,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA,1984,1308,60.88478,4,30.87177,35.85,6.76,11800000,8.679827,7.176255,4.108983,16.28489,0.0031,0.3259,0.6052,0.0658,3,1.098612,1.181517,39415,30160,1478,1261,6516,565,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA,1985,1263,55.12655,4,30.91847,34.2,6.74,11800000,8.414196,7.141245,4.009632,16.28114,0.0032,0.3265,0.6048,0.0655,4,1.386294,1.177086,43566,34617,1460,1215,6274,525,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA,1986,1428,54.2805,4,31.2571,31.59,6.55,11800000,7.727801,7.26403,3.994165,16.28215,0.0032,0.3263,0.6049,0.0656,5,1.609438,1.178275,53442,43972,1280,951,7239,591,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA,1987,1473,59.29029,4,31.77496,29.74,6.15,11800000,6.987463,7.295056,4.082446,16.28453,0.0032,0.3259,0.6051,0.0658,6,1.791759,1.181087,54803,45783,1168,1193,6659,570,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA,1988,1509,58.51439,4,32.19507,27.52,5.86,11800000,6.346436,7.319202,4.069273,16.28748,0.0031,0.3254,0.6055,0.066,7,1.94591,1.184575,53833,45293,788,941,6811,555,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA,1989,1498,57.28526,4,31.79563,26.2,5.67,11900000,6.425076,7.311886,4.048043,16.28919,0.0031,0.3251,0.6056,0.0661,8,2.079442,1.1866,45483,37653,582,910,6338,492,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA,1990,1351,54.90219,4,32.05297,25.15,5.48,11900000,6.935013,7.208601,4.005553,16.29061,0.0031,0.3249,0.6058,0.0662,9,2.197225,1.188284,37204,31037,574,722,4871,357,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA,1991,1551,54.63165,4,32.37215,23.97,5.39,11900000,6.695667,7.346655,4.000613,16.29168,0.0031,0.3247,0.6059,0.0663,10,2.302585,1.18956,34608,29353,530,505,4220,276,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA,1992,1581,54.11733,4,33.31155,22.9,5.26,11900000,6.390635,7.365813,3.991154,16.29567,0.0031,0.324,0.6063,0.0666,11,2.397895,1.194316,38282,34477,526,512,2767,179,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA,1993,1484,58.39913,4,33.49933,21.11,5.16,12000000,6.370524,7.302496,4.067301,16.30226,0.003,0.3229,0.6071,0.067,12,2.484907,1.202213,40126,35916,568,589,3053,214,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA,1994,1520,65.21705,4,34.38071,20.22,4.97,12000000,6.774824,7.326466,4.177721,16.30396,0.003,0.3226,0.6072,0.0671,13,2.564949,1.204255,40210,37005,556,433,2216,181,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA,1995,1486,68.01397,4,34.73674,19.19,4.75,12000000,6.397717,7.303843,4.219713,16.30414,0.003,0.3226,0.6073,0.0672,14,2.639057,1.204478,36250,32005,516,404,3325,239,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA,1996,1612,69.9435,4,35.69617,18.5,4.6,12000000,6.443322,7.385231,4.247688,16.30358,0.003,0.3227,0.6072,0.0671,15,2.70805,1.203801,37895,32439,544,796,4116,358,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA,1997,1689,70.66729,4,36.24125,17.79,4.44,12000000,7.209947,7.431892,4.257983,16.30174,0.003,0.323,0.607,0.067,16,2.772589,1.201589,39877,32250,678,865,6084,429,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA,1998,1768,72.12209,4,33.91295,17.12,4.34,12000000,7.199613,7.477604,4.27836,16.30061,0.003,0.3232,0.6069,0.0669,17,2.833213,1.200233,41616,35085,566,953,5012,419,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA,1999,1788,75.75287,4,34.99004,15.88,4.23,12000000,6.963915,7.488853,4.327477,16.29992,0.003,0.3233,0.6068,0.0669,18,2.890372,1.199402,42662,36562,446,1003,4651,366,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SC,1981,1765,72.13693,3,23.249,42.33,6.9,3179255,6.349461,7.475906,4.278566,14.97216,0.037,0.5417,0.4111,0.0102,0,,0.3179255,18915,11029,470,964,6452,506,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
