region,year,shipped,price,plants,wage96,coal96,elec96,population,gas96,logq,logp,logpop,bs1,bs2,bs3,bs4,yearnormal,logyear,scaledpop,totalpermits,unit1permits,unit2permits,unit34permits,unit5permits,totalstructures,_merge,_iregion_2,_iregion_3,_iregion_4,_iregion_5,_iregion_6,_iregion_7,_iregion_8,_iregion_9,_iregion_10,_iregion_11,_iregion_12,_iregion_13,_iregion_14,_iregion_15,_iregion_16,_iregion_17,_iregion_18,_iregion_19,_iregion_21,_iregion_22,_iregion_23,_iregion_24,_iregion_25,_iregion_26,_iregion_27
IANBSD,1996,3966,73.59368,5,28.90743,18.5,4.6,5226829,4.420554,8.285513,4.298559,15.46932,0.0181,0.4646,0.4934,0.0238,15,2.70805,0.5226829,25766,16058,904,664,8140,464,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IANBSD,1997,4247,74.66954,5,29.2211,17.79,4.44,5241293,4.82952,8.353968,4.313072,15.47208,0.018,0.4642,0.4939,0.0239,16,2.772589,0.5241293,23760,15462,812,655,6831,409,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IANBSD,1998,4374,75.17442,5,29.59118,17.12,4.34,5252586,4.312016,8.383433,4.319811,15.47423,0.0179,0.4638,0.4942,0.024,17,2.833213,0.5252586,26160,17534,714,736,7176,429,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IANBSD,1999,4764,74.05249,5,30.06246,15.88,4.23,5268574,4.282792,8.468843,4.304774,15.47727,0.0179,0.4633,0.4947,0.0241,18,2.890372,0.5268574,25809,19155,736,766,5152,347,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,1981,1641,79.91341,5,28.77947,42.33,6.9,2384849,3.864192,7.403061,4.380944,14.68465,0.0523,0.5805,0.3618,0.0055,0,,0.2384849,8153,5314,944,733,1162,91,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,1982,1549,77.51868,5,28.41113,41.13,7.6,2401202,4.890197,7.345365,4.350519,14.69148,0.0519,0.5796,0.3629,0.0056,1,0,0.2401202,8572,4226,870,975,2501,201,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,1983,2298,75.26866,7,29.57245,37.72,7.3,3999824,6.375254,7.739794,4.321064,15.20176,0.0271,0.5074,0.4499,0.0156,2,0.6931472,0.3999824,14168,7562,1798,1315,3493,283,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,1984,2689,75.86448,7,29.70552,35.85,6.76,4012725,5.410892,7.896924,4.328948,15.20498,0.027,0.5069,0.4504,0.0157,3,1.098612,0.4012725,16727,7098,1298,1100,7231,557,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,1986,1763,68.60747,5,31.22898,31.59,6.55,2432619,3.79751,7.474772,4.228401,14.70448,0.0511,0.5779,0.3652,0.0057,5,1.609438,0.2432619,13086,7309,976,611,4190,267,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,1987,1697,61.57218,5,31.37727,29.74,6.15,2445367,3.893383,7.436617,4.12021,14.70971,0.0508,0.5773,0.3661,0.0058,6,1.791759,0.2445367,11782,7839,820,452,2671,224,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,1988,1569,57.85356,5,31.92769,27.52,5.86,2461996,3.777937,7.358194,4.057915,14.71648,0.0504,0.5764,0.3672,0.0059,7,1.94591,0.2461996,9684,7286,688,351,1359,123,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,1989,1505,55.38776,5,30.62655,26.2,5.67,2472849,3.775783,7.316548,4.014359,14.72088,0.0502,0.5759,0.368,0.006,8,2.079442,0.2472849,8627,6832,418,246,1131,101,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,1990,1707,51.83922,5,29.50982,25.15,5.48,2477588,3.885919,7.442492,3.948147,14.7228,0.0501,0.5756,0.3683,0.006,9,2.197225,0.2477588,8454,6362,414,358,1320,128,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,1991,1756,51.27433,4,30.70318,23.97,5.39,2480683,3.700853,7.470794,3.93719,14.72404,0.05,0.5754,0.3685,0.006,10,2.302585,0.2480683,7780,6641,418,209,512,51,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,1992,1710,50.60025,4,30.17853,22.9,5.26,2495209,3.845923,7.444249,3.923956,14.72988,0.0497,0.5747,0.3695,0.0061,11,2.397895,0.2495209,9804,8543,434,145,682,80,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,1993,1560,56.84664,4,30.68876,21.11,5.16,2547605,4.32145,7.352441,4.040357,14.75066,0.0485,0.572,0.3731,0.0064,12,2.484907,0.2547605,11035,8940,446,236,1413,94,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,1994,1708,64.02958,4,30.96057,20.22,4.97,2569118,4.290513,7.443079,4.159345,14.75907,0.048,0.5709,0.3746,0.0065,13,2.564949,0.2569118,12976,10156,534,305,1981,153,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,1995,1703,64.2524,4,31.81362,19.19,4.75,2586942,4.008257,7.440146,4.162819,14.76599,0.0476,0.57,0.3758,0.0066,14,2.639057,0.2586942,12655,8709,582,237,3127,227,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,1996,1859,69.31347,4,33.30486,18.5,4.6,2598266,4.61023,7.527794,4.238639,14.77036,0.0474,0.5694,0.3765,0.0067,15,2.70805,0.2598266,14676,10121,872,422,3261,259,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,1997,1798,70.90272,4,33.4607,17.79,4.44,2616339,5.277485,7.49443,4.261309,14.77729,0.047,0.5685,0.3777,0.0068,16,2.772589,0.2616339,13590,9689,750,285,2866,191,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,1998,1648,74.44768,4,32.8702,17.12,4.34,2638667,4.825582,7.407318,4.310097,14.78578,0.0465,0.5674,0.3792,0.0069,17,2.833213,0.2638667,15321,10935,788,388,3210,226,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,1999,1754,71.86492,4,33.89668,15.88,4.23,2654052,4.814559,7.469654,4.274788,14.7916,0.0462,0.5666,0.3802,0.007,18,2.890372,0.2654052,15682,11306,832,179,3365,267,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1981,1562,74.23738,3,25.474,42.33,6.9,15100000,6.568592,7.353722,4.307268,16.52829,0.0014,0.2849,0.6295,0.0842,0,,1.507114,66808,40340,2666,6217,17585,1561,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1981,1317,92.3558,3,26.71598,42.33,6.9,6822339,5.820339,7.183112,4.525649,15.73571,0.0113,0.4201,0.5341,0.0345,0,,0.6822339,66808,40340,2666,6217,17585,1561,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1982,1487,64.91586,3,25.11964,41.13,7.6,15200000,7.5466,7.304516,4.173092,16.5365,0.0014,0.2836,0.6302,0.0849,1,0,1.519533,67125,40278,2638,5977,18232,1761,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1983,2061,56.73831,5,31.69324,37.72,7.3,9144879,7.500726,7.630947,4.03845,16.0287,0.0061,0.3698,0.5745,0.0496,2,0.6931472,0.9144879,109087,62477,3612,8350,34648,3161,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1984,2351,57.18886,5,31.96171,35.85,6.76,9153775,7.188856,7.762596,4.046359,16.02968,0.0061,0.3697,0.5746,0.0496,3,1.098612,0.9153775,115327,66110,3532,7579,38106,3408,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1985,2105,65.76644,3,29.70114,34.2,6.74,11300000,7.735631,7.652071,4.18611,16.2418,0.0036,0.3332,0.6003,0.0629,4,1.386294,1.131681,112020,65064,3330,5118,38508,3310,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1986,2427,64.5444,3,30.06891,31.59,6.55,11400000,7.032918,7.794411,4.167353,16.24753,0.0035,0.3323,0.601,0.0632,5,1.609438,1.138186,95288,65224,2786,3004,24274,2128,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1987,2357,59.67706,3,30.67788,29.74,6.15,11500000,6.179564,7.765145,4.088948,16.25552,0.0034,0.3309,0.6019,0.0638,6,1.791759,1.147318,82645,62141,2178,2074,16252,1418,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1988,2463,59.46199,3,30.64239,27.52,5.86,11500000,5.752107,7.809135,4.085337,16.26195,0.0034,0.3298,0.6026,0.0642,7,1.94591,1.154712,78351,58767,2000,2152,15432,1389,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1989,2288,59.8793,3,30.43967,26.2,5.67,11600000,5.816595,7.735434,4.092331,16.26687,0.0033,0.3289,0.6032,0.0646,8,2.079442,1.160412,73766,54096,1708,1646,16316,1370,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1990,2478,58.32346,3,30.19792,25.15,5.48,11700000,5.88667,7.815207,4.066004,16.2725,0.0033,0.328,0.6038,0.065,9,2.197225,1.166957,64961,51505,1594,1536,10326,906,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1991,2007,56.94049,3,30.05569,23.97,5.39,11700000,5.726396,7.604396,4.042007,16.27498,0.0032,0.3276,0.6041,0.0651,10,2.302585,1.169859,63337,53500,1658,1031,7148,668,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1992,2057,72.32339,3,30.70254,22.9,5.26,11800000,5.415725,7.629004,4.281147,16.28333,0.0032,0.3261,0.605,0.0657,11,2.397895,1.179675,78918,67860,1580,1390,8088,726,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1993,2255,53.38012,4,26.80166,21.11,5.16,11500000,5.12676,7.720905,3.977438,16.25903,0.0034,0.3303,0.6023,0.064,12,2.484907,1.151353,88530,75445,1810,1566,9709,813,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1994,2323,65.00872,4,27.3717,20.22,4.97,11600000,5.24153,7.750615,4.174521,16.27079,0.0033,0.3283,0.6036,0.0648,13,2.564949,1.164968,107128,84026,2038,1978,19086,1581,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1995,2346,68.02416,4,27.24773,19.19,4.75,11800000,4.77722,7.760467,4.219863,16.28253,0.0032,0.3263,0.6049,0.0656,14,2.639057,1.17872,104024,80260,2306,2536,18922,1544,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1996,2712,72.93365,4,28.16635,18.5,4.6,11900000,5.341267,7.905442,4.28955,16.29243,0.0031,0.3246,0.606,0.0663,15,2.70805,1.190455,114140,88335,2322,1930,21553,1813,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1997,2911,72.89404,4,28.64397,17.79,4.44,12000000,5.611006,7.976252,4.289007,16.30192,0.003,0.323,0.607,0.067,16,2.772589,1.201807,116352,90253,2794,1980,21325,1709,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1998,2624,74.25388,4,29.22583,17.12,4.34,12100000,5.235788,7.872455,4.30749,16.31023,0.0029,0.3216,0.6079,0.0676,17,2.833213,1.211832,130516,100310,2434,2025,25747,2140,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYMSNCLA,1999,2676,75.11284,4,30.3383,15.88,4.23,12200000,5.015165,7.892078,4.318992,16.31801,0.0029,0.3202,0.6088,0.0681,18,2.890372,1.221298,137042,104695,2036,2263,28048,2164,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MDVAWV,1981,1894,72.23313,4,31.0841,42.33,6.9,6216029,6.758327,7.546446,4.279899,15.64264,0.0135,0.4358,0.5202,0.0305,0,,0.6216029,49042,37488,1034,950,9570,599,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MDVAWV,1982,1772,69.0363,4,30.46437,41.13,7.6,6232527,7.916384,7.479864,4.234632,15.64529,0.0134,0.4354,0.5206,0.0306,1,0,0.6232527,52660,40644,700,708,10608,873,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MDVAWV,1983,3015,65.90183,5,30.49489,37.72,7.3,11800000,9.037661,8.011355,4.188166,16.28556,0.0031,0.3258,0.6052,0.0659,2,0.6931472,1.182305,95231,74842,1148,2055,17186,1293,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MDVAWV,1984,3412,68.54263,5,30.74311,35.85,6.76,11900000,8.66116,8.135054,4.227456,16.29514,0.0031,0.3241,0.6063,0.0665,3,1.098612,1.193681,100831,74938,1166,1807,22920,1473,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MDVAWV,1986,1785,66.78838,3,33.17372,31.59,6.55,4486957,7.621577,7.487174,4.201529,15.31669,0.0229,0.4893,0.4689,0.0189,5,1.609438,0.4486957,117807,90194,1312,1567,24734,1763,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MDVAWV,1987,1829,63.45441,3,33.42725,29.74,6.15,4565557,6.574919,7.511525,4.150321,15.33405,0.0224,0.4866,0.4717,0.0194,6,1.791759,0.4565557,109639,81123,1154,1577,25785,1897,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MDVAWV,1988,1808,61.432,3,34.17528,27.52,5.86,4657904,6.346436,7.499977,4.117931,15.35408,0.0217,0.4834,0.475,0.02,7,1.94591,0.4657904,107839,82800,1002,1474,22563,1575,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MDVAWV,1989,1871,60.34768,3,33.78817,26.2,5.67,4727301,6.515147,7.534228,4.100122,15.36887,0.0212,0.481,0.4773,0.0205,8,2.079442,0.4727301,99151,71651,1018,978,25504,1539,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MDVAWV,1990,1798,58.60086,3,34.02771,25.15,5.48,4780753,6.184876,7.49443,4.070749,15.38011,0.0208,0.4792,0.4792,0.0208,9,2.197225,0.4780753,75886,56636,1024,840,17386,1022,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MDVAWV,1991,1643,54.21895,3,34.70485,23.97,5.39,4797431,5.624896,7.404279,3.993031,15.38359,0.0207,0.4786,0.4797,0.0209,10,2.302585,0.4797431,60883,52211,688,405,7579,531,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MDVAWV,1992,1669,54.9231,3,34.68534,22.9,5.26,4856176,5.701375,7.41998,4.005934,15.39576,0.0203,0.4766,0.4817,0.0213,11,2.397895,0.4856176,74892,65397,668,561,8266,562,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MDVAWV,1993,3092,54.22017,6,32.4398,21.11,5.16,13200000,6.0898,8.036573,3.993053,16.3975,0.0022,0.3068,0.617,0.0739,12,2.484907,1.322348,77495,66952,764,565,9214,723,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MDVAWV,1994,3338,57.89433,6,33.47825,20.22,4.97,13300000,5.914776,8.113127,4.058619,16.40633,0.0022,0.3053,0.6179,0.0746,13,2.564949,1.334067,79690,67875,712,530,10573,752,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MDVAWV,1995,3262,67.14748,6,33.56195,19.19,4.75,13400000,5.512203,8.090096,4.206892,16.41416,0.0021,0.304,0.6187,0.0752,14,2.639057,1.34456,73396,60803,858,789,10946,742,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MDVAWV,1996,1924,61.76309,3,37.47682,18.5,4.6,5057142,6.076304,7.562161,4.123306,15.43631,0.0191,0.47,0.4882,0.0227,15,2.70805,0.5057142,74643,60665,766,620,12592,796,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MDVAWV,1997,2064,62.76087,3,38.29328,17.79,4.44,5092914,6.395762,7.632401,4.139332,15.44336,0.0189,0.4689,0.4893,0.0229,16,2.772589,0.5092914,75593,59821,714,964,14094,992,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MDVAWV,1998,1785,67.78101,3,36.7785,17.12,4.34,5130072,6.434109,7.487174,4.216282,15.45063,0.0186,0.4677,0.4905,0.0232,17,2.833213,0.5130072,84901,66867,644,683,16707,1149,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MDVAWV,1999,1645,68.65522,3,38.29118,15.88,4.23,5171634,6.62957,7.405496,4.229097,15.4587,0.0184,0.4664,0.4917,0.0235,18,2.890372,0.5171634,87141,69811,512,564,16254,870,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIWI,1981,746,85.84599,3,29.65034,42.33,6.9,6304858,5.884475,6.614726,4.452555,15.65683,0.0131,0.4334,0.5224,0.0311,0,,0.6304858,32927,19537,1562,1624,10204,678,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIWI,1981,3871,74.83064,6,39.33599,42.33,6.9,9209287,6.141019,8.261269,4.315228,16.03572,0.006,0.3686,0.5754,0.05,0,,0.9209287,32927,19537,1562,1624,10204,678,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIWI,1982,3254,69.35326,6,37.67211,41.13,7.6,9115198,7.033432,8.087641,4.239213,16.02545,0.0062,0.3704,0.5741,0.0494,1,0,0.9115198,26456,15456,1048,943,9009,595,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIWI,1982,685,85.65392,4,28.71718,41.13,7.6,6310650,6.361784,6.529419,4.450315,15.65775,0.0131,0.4333,0.5225,0.0311,1,0,0.631065,26456,15456,1048,943,9009,595,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIWI,1983,3680,65.48068,7,37.19148,37.72,7.3,13800000,7.943654,8.210668,4.181755,16.43794,0.0019,0.3,0.621,0.077,2,0.6931472,1.376919,38385,26206,1592,1748,8839,648,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIWI,1984,4610,63.23674,8,37.11589,35.85,6.76,13800000,7.559849,8.435983,4.146885,16.43909,0.0019,0.2998,0.6212,0.0771,3,1.098612,1.378502,45520,28235,1730,2519,13036,1027,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIWI,1986,4713,60.89294,5,41.07436,31.59,6.55,9127775,6.944398,8.45808,4.109118,16.02683,0.0062,0.3702,0.5742,0.0495,5,1.609438,0.9127775,69054,40133,2142,3670,23109,1634,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIWI,1987,4755,56.20911,5,40.17928,29.74,6.15,9187481,6.484674,8.466952,4.029079,16.03335,0.0061,0.369,0.5751,0.0498,6,1.791759,0.9187481,70657,43282,1928,2736,22711,1719,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIWI,1988,5253,54.86113,5,42.07151,27.52,5.86,9217998,6.23422,8.566555,4.004805,16.03667,0.006,0.3685,0.5755,0.05,7,1.94591,0.9217998,69029,44498,1926,2723,19882,1416,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIWI,1989,5449,55.83211,5,40.80916,26.2,5.67,9253295,5.8234,8.603188,4.022349,16.04049,0.006,0.3678,0.576,0.0502,8,2.079442,0.9253295,72601,46186,2024,2468,21923,1409,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIWI,1990,5906,51.5965,5,40.57786,25.15,5.48,9295287,5.35383,8.683724,3.943454,16.04502,0.0059,0.367,0.5766,0.0505,9,2.197225,0.9295287,66153,44229,2116,1990,17818,1257,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIWI,1991,5019,53.03664,5,40.79661,23.97,5.39,9310462,5.240087,8.520986,3.970983,16.04665,0.0059,0.3667,0.5768,0.0506,10,2.302585,0.9310462,58928,44635,1896,1448,10949,745,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIWI,1992,5509,51.79801,5,41.13109,22.9,5.26,9395022,5.060024,8.614139,3.947352,16.05569,0.0058,0.3652,0.5779,0.0511,11,2.397895,0.9395022,68021,52431,2252,1488,11850,820,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIWI,1993,4922,65.11949,5,41.32403,21.11,5.16,9529240,4.95308,8.501471,4.176224,16.06988,0.0056,0.3627,0.5797,0.052,12,2.484907,0.952924,71869,55321,2402,1882,12264,929,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIWI,1994,5135,66.82117,5,43.51441,20.22,4.97,9584481,4.87904,8.543835,4.20202,16.07565,0.0055,0.3617,0.5805,0.0523,13,2.564949,0.9584481,81094,61302,3170,2068,14554,1089,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIWI,1995,5098,68.07513,5,43.12866,19.19,4.75,9659871,4.5414,8.536604,4.220612,16.08349,0.0054,0.3604,0.5814,0.0528,14,2.639057,0.9659871,79629,60037,3186,1887,14519,1025,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIWI,1996,5470,73.76369,5,44.12255,18.5,4.6,9739184,4.745237,8.607034,4.300867,16.09167,0.0053,0.359,0.5825,0.0533,15,2.70805,0.9739184,85651,65232,2898,2223,15298,1179,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIWI,1997,5739,72.76651,5,44.33766,17.79,4.44,9785450,4.904726,8.65504,4.287256,16.09641,0.0052,0.3582,0.5831,0.0536,16,2.772589,0.978545,81162,60866,3382,2494,14420,1116,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIWI,1998,5747,73.78876,5,41.64239,17.12,4.34,9820231,4.748062,8.656433,4.301207,16.09995,0.0052,0.3576,0.5835,0.0538,17,2.833213,0.9820231,89910,68256,2950,2104,16600,1271,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIWI,1999,5922,72.18016,5,43.5222,15.88,4.23,9863775,4.652163,8.68643,4.279165,16.10438,0.0051,0.3568,0.584,0.054,18,2.890372,0.9863775,89827,70247,3010,2293,14277,1070,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MO,1981,3732,72.42554,7,29.44899,42.33,6.9,4932064,5.756203,8.2247,4.282559,15.41127,0.0198,0.4741,0.4842,0.0219,0,,0.4932064,9879,6330,528,750,2271,135,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO,1982,3205,56.67497,5,29.22132,41.13,7.6,4929451,7.199457,8.072468,4.037333,15.41074,0.0199,0.4742,0.4841,0.0218,1,0,0.4929451,11544,6076,438,1175,3855,265,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO,1983,3499,65.26286,5,31.58651,37.72,7.3,4943733,8.146965,8.160233,4.178423,15.41363,0.0198,0.4737,0.4846,0.0219,2,0.6931472,0.4943733,18687,12318,852,1266,4251,378,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO,1984,3981,62.67675,5,31.47451,35.85,6.76,4975278,7.377852,8.289289,4.13799,15.41999,0.0196,0.4727,0.4856,0.0221,3,1.098612,0.4975278,24817,12376,1274,1713,9454,815,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO,1985,3669,59.08937,5,31.82739,34.2,6.74,5000268,6.731357,8.207674,4.079051,15.425,0.0194,0.4719,0.4864,0.0223,4,1.386294,0.5000268,27236,13706,1312,1971,10247,817,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO,1986,4642,51.25311,5,31.98147,31.59,6.55,5023068,5.842324,8.442901,3.936776,15.42955,0.0193,0.4711,0.4871,0.0225,5,1.609438,0.5023068,33208,17414,1636,1967,12191,873,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MO,1987,5110,46.75927,5,32.00361,29.74,6.15,5056696,5.298611,8.538955,3.845013,15.43622,0.0191,0.4701,0.4882,0.0227,6,1.791759,0.5056696,29085,18014,1178,1707,8186,603,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
